Title	Author	Star Rating	Review Count	Weeks on List
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	9
Pricked	Winter Renshaw	4.6	N/A	1
The Storyteller's Secret	Sejal Badani	4.7	7,603	16
Boys of Brayshaw High	Meagan Brandy	4.7	1,052	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	23
Connections in Death	J. D. Robb	4.4	1,199	1
The Killer Collective	Barry Eisler	4.3	2,461	6
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	2
The Magnolia Inn	Carolyn Brown	4.3	1,669	4
The Silent Patient	Alex Michaelides	4.4	3,425	1
The Wedding Guest	Jonathan Kellerman	N/A	N/A	1
Black Leopard, Red Wolf	Marlon James	3.2	N/A	1
Girls of Glass	Brianna Labuskes	4.1	N/A	3
Thanks from The Very Hungry Caterpillar	Eric Carle	4.8	N/A	1
Llama Llama I Love You	Anna Dewdney	4.6	N/A	2
The Perfect Child	Lucinda Berry	4.2	2,298	1
Persuader	Lee Child	4.4	2,611	1
Sense and Sensibility	Jane Austen	4.3	1,468	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	68
The First Fifteen Lives of Harry August	Claire North	4.4	1,182	1
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	59
The Forgotten Hours	Katrin Schumann	4.2	1,231	6
Charming as Puck	Pippa Grant	4.7	N/A	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	10
Where the Crawdads Sing	Delia Owens	4.8	21,937	24
Norse Mythology	Neil Gaiman	4.4	2,052	4
The Silent Patient	Alex Michaelides	4.4	3,425	2
A Killer's Mind	Mike Omer	4.6	5,375	11
The Killer Collective	Barry Eisler	4.3	2,461	7
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	3
The Magnolia Inn	Carolyn Brown	4.3	1,669	5
Connections in Death	J. D. Robb	4.4	1,199	2
Lilac Girls	Martha Hall Kelly	4.6	6,065	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	69
The Victory Garden	Rhys Bowen	4.5	1,068	1
The Others	Jeremy Robinson	4.7	N/A	1
The Forgotten Hours	Katrin Schumann	4.2	1,231	7
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	60
Girls of Glass	Brianna Labuskes	4.1	N/A	4
Winter Cottage	Mary Ellen Taylor	4.5	1,226	1
The Beantown Girls	Jane Healey	4.7	1,946	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	11
Locked Up Love	Alexa Riley	4.4	N/A	1
The Wedding Guest	Jonathan Kellerman	N/A	N/A	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	25
The Silent Patient	Alex Michaelides	4.4	3,425	3
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	4
Mission Critical	Mark Greaney	4.7	N/A	1
Surprise Delivery	R.R. Banks	3.7	N/A	1
The Beantown Girls	Jane Healey	4.7	1,946	2
The Killer Collective	Barry Eisler	4.3	2,461	8
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	70
Changeling	Molly Harper	4.4	N/A	1
The Chef	James Patterson & Max DiLallo	3.4	N/A	1
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	61
Jane Doe	Victoria Helen Stone	4.5	N/A	1
Never Tell	Lisa Gardner	4.7	N/A	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	12
What the Wind Knows	Amy Harmon	4.7	4,002	1
The Forgotten Hours	Katrin Schumann	4.2	1,231	8
Devil's Daughter	Lisa Kleypas	4.5	N/A	1
The Magnolia Inn	Carolyn Brown	4.3	1,669	6
The Tattooist of Auschwitz	Heather Morris	4.6	2,828	1
Beauty and the Billionaire	Lauren Landish	4.3	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	26
The Silent Patient	Alex Michaelides	4.4	3,425	4
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	5
Surprise Delivery	R.R. Banks	3.7	N/A	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	71
What the Wind Knows	Amy Harmon	4.7	4,002	2
The Coroner	Jennifer Graeser Dornbush	4.2	N/A	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	13
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	62
The Rescue	Steven Konkoly	4.5	2,001	1
The Killer Collective	Barry Eisler	4.3	2,461	9
The Beantown Girls	Jane Healey	4.7	1,946	3
The Tattooist of Auschwitz	Heather Morris	4.6	2,828	2
Tumble	Adriana Locke	4.5	N/A	1
Edge of Eternity	Ken Follett	N/A	10,915	1
The Perfect Child	Lucinda Berry	4.2	2,298	2
The Victory Garden	Rhys Bowen	4.5	1,068	2
The Storyteller's Secret	Sejal Badani	4.7	7,603	17
The Border	Don Winslow	3.7	N/A	1
The Secret Orphan	Glynis Peters	4.4	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	27
The Silent Patient	Alex Michaelides	4.4	3,425	5
The Rescue	Steven Konkoly	4.5	2,001	2
Surprise Delivery	R.R. Banks	3.7	N/A	3
Daisy Jones and the Six	Taylor Jenkins Reid	4.3	1,125	1
Bennett Mafia	Tijan	4.7	N/A	1
The Last Romantics	Tara Conklin	3.9	N/A	1
You Are My Happy	Hoda Kotb	4.9	N/A	1
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	6
Cemetery Road	Greg Iles	4.1	1,078	1
I'm Fine and Neither Are You	Camille Pagán	4.2	1,737	1
Tumble	Adriana Locke	4.5	N/A	2
No Middle Name	Lee Child	4.3	1,160	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	72
Pretty Girls	Karin Slaughter	4.1	3,762	1
What the Wind Knows	Amy Harmon	4.7	4,002	3
A Curve in the Road	Julianne MacLean	4.2	2,309	1
Defending Morgan	Susan Stoker	4.7	N/A	1
The Lake House	Kate Morton	4.5	2,923	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	14
Where the Crawdads Sing	Delia Owens	4.8	21,937	28
Thick	Alexa Riley	4.1	N/A	1
The Silent Patient	Alex Michaelides	4.4	3,425	6
A Curve in the Road	Julianne MacLean	4.2	2,309	2
Faking Forever	Catherine Bybee	4.7	N/A	1
Wolf Pack	C. J. Box	4.7	N/A	1
The First Lady	James Patterson & Brendan DuBois	4.5	N/A	1
The Rescue	Steven Konkoly	4.5	2,001	3
Surprise Delivery	R.R. Banks	3.7	N/A	4
Daisy Jones and the Six	Taylor Jenkins Reid	4.3	1,125	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	73
Stillhouse Lake	Rachel Caine	4.5	11,449	10
Bennett Mafia	Tijan	4.7	N/A	2
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	7
Act of Valor	Dick Couch & George Galdorisi	4.4	N/A	1
The Tattooist of Auschwitz	Heather Morris	4.6	2,828	3
Flirting with the Frenemy	Pippa Grant	4.6	N/A	1
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	63
What the Wind Knows	Amy Harmon	4.7	4,002	4
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	15
Where the Crawdads Sing	Delia Owens	4.8	21,937	29
Thick	Alexa Riley	4.1	N/A	2
Run Away	Harlan Coben	4.3	1,029	1
A Curve in the Road	Julianne MacLean	4.2	2,309	3
The Silent Patient	Alex Michaelides	4.4	3,425	7
Secrets Never Die	Melinda Leigh	4.7	N/A	1
Celtic Empire	Clive Cussler & Dirk Cussler	4.6	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	74
Faking Forever	Catherine Bybee	4.7	N/A	2
Daisy Jones and the Six	Taylor Jenkins Reid	4.3	1,125	3
Rock Bottom Girl	Lucy Score	4.7	1,000	1
Sin & Salvation	K.F. Breene	4.9	N/A	1
Stillhouse Lake	Rachel Caine	4.5	11,449	11
The Rescue	Steven Konkoly	4.5	2,001	4
The Other Woman	Daniel Silva	4.4	1,969	6
The First Lady	James Patterson & Brendan DuBois	4.5	N/A	2
The Tattooist of Auschwitz	Heather Morris	4.6	2,828	4
Wolf Pack	C. J. Box	4.7	N/A	2
What the Wind Knows	Amy Harmon	4.7	4,002	5
Surprise Delivery	R.R. Banks	3.7	N/A	5
Where the Crawdads Sing	Delia Owens	4.8	21,937	30
Supermarket	Bobby Hall	4.5	N/A	1
Thick	Alexa Riley	4.1	N/A	3
The Silent Patient	Alex Michaelides	4.4	3,425	8
A Curve in the Road	Julianne MacLean	4.2	2,309	4
Tiamat's Wrath	James S. A. Corey	4.8	N/A	1
Run Away	Harlan Coben	4.3	1,029	2
Kissing Her	Alexa Riley	4.4	N/A	1
Renegades	Craig Alanson	4.6	N/A	1
The Rescue	Steven Konkoly	4.5	2,001	5
I'm Fine and Neither Are You	Camille Pagán	4.2	1,737	2
Secrets Never Die	Melinda Leigh	4.7	N/A	2
Daisy Jones and the Six	Taylor Jenkins Reid	4.3	1,125	4
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	75
Galaxy Outlaws	J. S. Morin	4.7	N/A	1
The Chemist	Stephenie Meyer	4.3	2,388	1
The Clockmaker's Daughter	Kate Morton	3.5	N/A	1
Rock Bottom Girl	Lucy Score	4.7	1,000	2
Cemetery Road	Greg Iles	4.1	1,078	2
The First Lady	James Patterson & Brendan DuBois	4.5	N/A	3
Where the Crawdads Sing	Delia Owens	4.8	21,937	31
Cold Waters	Debbie Herbert	4.2	1,367	1
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	1
The Silent Patient	Alex Michaelides	4.4	3,425	9
Wishes and Wellingtons	Julie Berry	4.4	N/A	1
Junk	Les Bohem	3.1	N/A	1
I'm Fine and Neither Are You	Camille Pagán	4.2	1,737	3
The Rescue	Steven Konkoly	4.5	2,001	6
Thick	Alexa Riley	4.1	N/A	4
The Savior	J.R. Ward	4.8	N/A	1
The Night Tiger	Yangsze Choo	4.3	N/A	1
Dune	Frank Herbert	4.6	3,047	2
Run Away	Harlan Coben	4.3	1,029	3
The Murderer's Son	Joy Ellis	4.3	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	76
A Curve in the Road	Julianne MacLean	4.2	2,309	5
Where the Forest Meets the Stars	Glendy Vanderah	4.6	4,477	8
Secrets Never Die	Melinda Leigh	4.7	N/A	3
Supermarket	Bobby Hall	4.5	N/A	2
Home Again	Kristin Hannah	4.2	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	32
Circe	Madeline Miller	4.6	1,831	4
The Silent Patient	Alex Michaelides	4.4	3,425	10
Cold Waters	Debbie Herbert	4.2	1,367	2
A Game of Thrones	George R. R. Martin	4.6	10,082	12
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	2
I'm Fine and Neither Are You	Camille Pagán	4.2	1,737	4
Diary of an Awesome Friendly Kid	Jeff Kinney	4.7	N/A	1
The Rescue	Steven Konkoly	4.5	2,001	7
God Gave Us Easter	Lisa Tawn Bergren	4.6	N/A	1
After	Anna Todd	4.1	1,037	1
The Eighth Sister	Robert Dugoni	4.5	1,668	1
The Tattooist of Auschwitz	Heather Morris	4.6	2,828	5
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	77
Mated to the Reaper	Alexa Riley	4.3	N/A	1
A Curve in the Road	Julianne MacLean	4.2	2,309	6
Solitude	Dean M. Cole	4.3	N/A	1
Shadowspell Academy	K.F. Breene & Shannon Mayer	4.7	N/A	1
The German Midwife	Mandy Robotham	4.7	N/A	1
Surprise Marriage	R.R. Banks	4.2	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	33
The Mister	E L James	3.6	1,705	1
Redemption	David Baldacci	4.6	1,409	1
A Game of Thrones	George R. R. Martin	4.6	10,082	13
The Eighth Sister	Robert Dugoni	4.5	1,668	2
The Silent Patient	Alex Michaelides	4.4	3,425	11
The Quantum Magician	Derek Künsken	4.4	N/A	1
Die Trying	Lee Child	4.3	3,481	1
A Curve in the Road	Julianne MacLean	4.2	2,309	7
The Overstory	Richard Powers	4.3	1,050	1
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	3
Nimona	Noelle Stevenson	4.7	N/A	1
The Perfect Dress	Carolyn Brown	4.5	N/A	1
Cold Waters	Debbie Herbert	4.2	1,367	3
No Perfect Hero	Nicole Snow	4.5	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	78
Diary of an Awesome Friendly Kid	Jeff Kinney	4.7	N/A	2
Fortune Furlough	Jana DeLeon	4.8	N/A	1
I'm Fine and Neither Are You	Camille Pagán	4.2	1,737	5
Bad, Bad Bluebloods	C.M. Stunich	4.8	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	34
Neon Prey	John Sandford	4.4	1,108	1
Redemption	David Baldacci	4.6	1,409	2
A Game of Thrones	George R. R. Martin	4.6	10,082	14
The Eighth Sister	Robert Dugoni	4.5	1,668	3
The Silent Patient	Alex Michaelides	4.4	3,425	12
Cold Waters	Debbie Herbert	4.2	1,367	4
Unexpected Gift	R.S. Lively	4.2	N/A	1
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	4
The Mister	E L James	3.6	1,705	2
The Wife	Alafair Burke	4.2	N/A	1
Three Mages and a Margarita	Annette Marie	4.7	N/A	1
Wolfhunter River	Rachel Caine	4.5	N/A	1
Without Remorse	Tom Clancy	4.5	1,214	1
Wed To The Warrior	Madison Faye	4.3	N/A	1
The Perfect Dress	Carolyn Brown	4.5	N/A	2
My Life in Shambles	Karina Halle	4.6	N/A	1
No Perfect Hero	Nicole Snow	4.5	N/A	2
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	79
Unfinished Business	Nora Roberts	4.3	1,283	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	35
A Game of Thrones	George R. R. Martin	4.6	10,082	15
The 18th Abduction	James Patterson & Maxine Paetro	4.4	1,035	1
The Dispatcher	John Scalzi	4.4	N/A	2
Skyward	Brandon Sanderson	4.8	N/A	2
Heads Will Roll	Emily Lynne & Kate McKinnon	N/A	N/A	1
Redemption	David Baldacci	4.6	1,409	3
The Mister	E L James	3.6	1,705	3
The Eighth Sister	Robert Dugoni	4.5	1,668	4
Oh, the Places You'll Go	Dr. Seuss	4.8	4,729	9
The Silent Patient	Alex Michaelides	4.4	3,425	13
Neon Prey	John Sandford	4.4	1,108	2
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	5
Pretty Reckless	L.J. Shen	4.7	1,456	1
Unexpected Gift	R.S. Lively	4.2	N/A	2
Daughters of the Lake	Wendy Webb	4.5	2,657	4
Thin Air	Lisa Gray	4.3	1,859	1
Cold Waters	Debbie Herbert	4.2	1,367	5
The Wonky Donkey	Craig Smith & Katz Cowley 	4.7	6,222	16
Viking's Claim	Madison Faye	4.3	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	36
A Game of Thrones	George R. R. Martin	4.6	10,082	16
The 18th Abduction	James Patterson & Maxine Paetro	4.4	1,035	2
Thin Air	Lisa Gray	4.3	1,859	2
Storm Cursed	Patricia Briggs	4.7	N/A	1
The Silent Patient	Alex Michaelides	4.4	3,425	14
Redemption	David Baldacci	4.6	1,409	4
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	6
The Eighth Sister	Robert Dugoni	4.5	1,668	5
Oh, the Places You'll Go	Dr. Seuss	4.8	4,729	10
Heads Will Roll	Emily Lynne & Kate McKinnon	N/A	N/A	2
Unexpected Gift	R.S. Lively	4.2	N/A	3
Neon Prey	John Sandford	4.4	1,108	3
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	80
A Clash of Kings	George R. R. Martin	4.6	4,429	1
The Tattooist of Auschwitz	Heather Morris	4.6	2,828	6
Fire & Blood	George R. R. Martin	3.8	1,056	6
Beauchamp Hall	Danielle Steel	4.4	N/A	1
Blessing in Disguise	Danielle Steel	4.6	N/A	1
Pretty Reckless	L.J. Shen	4.7	1,456	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	37
A Game of Thrones	George R. R. Martin	4.6	10,082	17
Truth and Lies	Caroline Mitchell	4.5	N/A	1
Oh, the Places You'll Go	Dr. Seuss	4.8	4,729	11
The Silent Patient	Alex Michaelides	4.4	3,425	15
Heads Will Roll	Emily Lynne & Kate McKinnon	N/A	N/A	3
A Game of Thrones 5-Book Boxed Set	George R. R. Martin	4.6	10,492	1
The Odyssey	Homer	4.3	1,780	1
The 18th Abduction	James Patterson & Maxine Paetro	4.4	1,035	3
Shadowspell Academy	K.F. Breene & Shannon Mayer	4.9	N/A	1
Thin Air	Lisa Gray	4.3	1,859	3
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	7
A Clash of Kings	George R. R. Martin	4.6	4,429	2
Redemption	David Baldacci	4.6	1,409	5
The Mister	E L James	3.6	1,705	4
The Tuscan Child	Rhys Bowen	4.3	4,228	16
Pretty Reckless	L.J. Shen	4.7	1,456	3
The Accomplice	John Grisham	4.1	N/A	1
Fire & Blood	George R. R. Martin	3.8	1,056	7
The Night Window	Dean Koontz	4.7	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	38
A Game of Thrones	George R. R. Martin	4.6	10,082	18
A Game of Thrones 5-Book Boxed Set	George R. R. Martin	4.6	10,492	2
Thin Air	Lisa Gray	4.3	1,859	4
Beneath a Scarlet Sky	Mark Sullivan	4.7	26,771	64
Echo Burning	Lee Child	4.3	2,960	1
The Silent Patient	Alex Michaelides	4.4	3,425	16
Watchers	Dean Koontz	4.7	2,287	2
A Clash of Kings	George R. R. Martin	4.6	4,429	3
Oh, the Places You'll Go	Dr. Seuss	4.8	4,729	12
Fire & Blood	George R. R. Martin	3.8	1,056	8
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	8
Winter Cottage	Mary Ellen Taylor	4.5	1,226	2
Murder at Archly Manor	Sara Rosett	4.3	N/A	1
Strange Practice	Vivian Shaw	4.4	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	81
The 18th Abduction	James Patterson & Maxine Paetro	4.4	1,035	4
The Priory of the Orange Tree	Samantha Shannon	4.4	N/A	1
Next Girl to Die	Dea Poirier	4.2	N/A	1
Have You Seen Luis Velez?	Catherine Ryan Hyde	4.8	1,020	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	39
A Game of Thrones	George R. R. Martin	4.6	10,082	19
Thin Air	Lisa Gray	4.3	1,859	5
Good Omens	Neil Gaiman & Terry Pratchett	4.6	2,361	1
The Silent Patient	Alex Michaelides	4.4	3,425	17
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	9
The Dark Bones	Loreth Anne White	4.6	1,099	1
Good Intentions	J. D. Trafford	4.5	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	82
Oh, the Places You'll Go	Dr. Seuss	4.8	4,729	13
Almost Paradise	Debbie Macomber	4.5	N/A	1
The Boy	Tami Hoag	4.6	N/A	1
A Clash of Kings	George R. R. Martin	4.6	4,429	4
Trouble at Brayshaw High	Meagan Brandy	4.9	N/A	1
Next Girl to Die	Dea Poirier	4.2	N/A	2
Too Many	Alexa  Riley	4.5	N/A	1
Eleanor Oliphant Is Completely Fine	Gail Honeyman	4.6	5,657	16
Faking Ms. Right	Claire Kingsley	4.7	N/A	1
One Small Sacrifice	Hilary Davidson	4.4	N/A	1
The Cactus	Sarah Haywood	3.9	N/A	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	40
City of Girls	Elizabeth Gilbert	4.2	N/A	1
Good Omens	Neil Gaiman & Terry Pratchett	4.6	2,361	2
Thin Air	Lisa Gray	4.3	1,859	6
False Step	Victoria Helen Stone	3.8	1,028	1
A Game of Thrones	George R. R. Martin	4.6	10,082	20
Fall	Neal Stephenson	3.2	N/A	1
The Silent Patient	Alex Michaelides	4.4	3,425	18
Unsolved	James Patterson & David Ellis	4.5	N/A	1
Searching for Sylvie Lee	Jean Kwok	4.2	N/A	1
What the Wind Knows	Amy Harmon	4.7	4,002	6
The Dark Bones	Loreth Anne White	4.6	1,099	2
Accidental Knight	Nicole Snow	4.4	N/A	1
Pretty Virgin	Alexa RIley	4.1	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	83
Faking Ms. Right	Claire Kingsley	4.7	N/A	2
The Perfect Husband	Lisa Gardner	4.2	N/A	1
The Overdue Life of Amy Byler	Kelly Harms	4.4	3,197	10
The Lost Girls of Paris	Pam Jenoff	4.1	N/A	1
The Cactus	Sarah Haywood	3.9	N/A	2
Where the Crawdads Sing	Delia Owens	4.8	21,937	41
City of Girls	Elizabeth Gilbert	4.2	N/A	2
Mrs. Everything	Jennifer Weiner	3.8	N/A	1
Accidental Knight	Nicole Snow	4.4	N/A	2
Shadowspell Academy	K.F. Breene & Shannon Mayer	4.8	N/A	1
The Dark Bones	Loreth Anne White	4.6	1,099	3
Good Omens	Neil Gaiman & Terry Pratchett	4.6	2,361	3
The Silent Patient	Alex Michaelides	4.4	3,425	19
Winter Cottage	Mary Ellen Taylor	4.5	1,226	3
Thin Air	Lisa Gray	4.3	1,859	7
The Other Wife	Michael Robotham	4.5	N/A	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	84
Neverwhere	Neil Gaiman	4.5	2,561	5
A Game of Thrones	George R. R. Martin	4.6	10,082	21
I Love Dad	Eric Carle	4.8	N/A	1
False Step	Victoria Helen Stone	3.8	1,028	2
The Handmaid's Tale	Margaret Atwood	4.1	15,355	53
Little Fires Everywhere	Celeste Ng	4.3	4,579	42
The Highlander's Forbidden Bride	Madison Faye	4.5	N/A	1
What the Wind Knows	Amy Harmon	4.7	4,002	7
Where the Crawdads Sing	Delia Owens	4.8	21,937	42
Summer of '69	Elin Hilderbrand	4.3	N/A	1
City of Girls	Elizabeth Gilbert	4.2	N/A	3
The Deep, Deep Snow	Brian Freeman	4.4	N/A	1
I'll Never Tell	Catherine McKenzie	4.2	N/A	1
The Dark Bones	Loreth Anne White	4.6	1,099	4
Mrs. Everything	Jennifer Weiner	3.8	N/A	2
A Merciful Promise	Kendra Elliot	4.8	N/A	1
The Silent Patient	Alex Michaelides	4.4	3,425	20
Good Omens	Neil Gaiman & Terry Pratchett	4.6	2,361	4
Accidental Knight	Nicole Snow	4.4	N/A	3
What the Wind Knows	Amy Harmon	4.7	4,002	8
The Golem and the Jinni	Helene Wecker	4.5	2,879	1
Thin Air	Lisa Gray	4.3	1,859	8
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	85
Redemption	David Baldacci	4.6	1,409	6
The Girl Who Lived	Christopher Greyson	4.3	1,545	1
The Handmaid's Tale	Margaret Atwood	4.1	15,355	54
Restored	Alexa Riley	4.5	N/A	1
A Merciful Death	Kendra Elliot	4.5	4,039	8
Where the Crawdads Sing	Delia Owens	4.8	21,937	43
City of Girls	Elizabeth Gilbert	4.2	N/A	4
Summer of '69	Elin Hilderbrand	4.3	N/A	2
Backlash	Brad Thor	4.8	N/A	1
Nine Perfect Strangers	Liane Moriarty	3.5	2,357	13
Running Blind	Lee Child	4.4	2,972	1
The Silent Patient	Alex Michaelides	4.4	3,425	21
Mrs. Everything	Jennifer Weiner	3.8	N/A	3
I'll Never Tell	Catherine McKenzie	4.2	N/A	2
False Step	Victoria Helen Stone	3.8	1,028	3
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	86
The Dark Bones	Loreth Anne White	4.6	1,099	5
Thin Air	Lisa Gray	4.3	1,859	9
Good Omens	Neil Gaiman & Terry Pratchett	4.6	2,361	5
Accidental Knight	Nicole Snow	4.4	N/A	4
Teardrop Shot	Tijan	4.8	N/A	1
The Handmaid's Tale	Margaret Atwood	4.1	15,355	55
A Trick of Light	Stan Lee & Kat Rosenfield	4.1	N/A	1
A Merciful Promise	Kendra Elliot	4.8	N/A	2
What the Wind Knows	Amy Harmon	4.7	4,002	9
Where the Crawdads Sing	Delia Owens	4.8	21,937	44
Evvie Drake Starts Over	Linda Holmes	4.3	N/A	1
What You Did	Claire McGowan	4.3	1,589	1
Summer of '69	Elin Hilderbrand	4.3	N/A	3
Missing Molly	Natalie Barelli	4.6	N/A	1
City of Girls	Elizabeth Gilbert	4.2	N/A	5
Whisper Network	Chandler Baker	3.9	N/A	1
The Silent Patient	Alex Michaelides	4.4	3,425	22
Thin Air	Lisa Gray	4.3	1,859	10
Backlash	Brad Thor	4.8	N/A	2
A Fire Sparkling	Julianne MacLean	4.7	1,329	1
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	87
Mrs. Everything	Jennifer Weiner	3.8	N/A	4
The Only Woman in the Room	Marie Benedict	4.2	N/A	1
False Step	Victoria Helen Stone	3.8	1,028	4
The Overstory	Richard Powers	4.3	1,050	2
Don't Let Go	Harlan Coben	4.5	1,443	5
Forgotten Bones	Vivian Barz	4.4	1,000	1
Under Currents	Nora Roberts	4.5	N/A	1
Accidental Knight	Nicole Snow	4.4	N/A	5
Where the Crawdads Sing	Delia Owens	4.8	21,937	45
Under Currents	Nora Roberts	4.5	N/A	2
Summer of '69	Elin Hilderbrand	4.3	N/A	4
What You Did	Claire McGowan	4.3	1,589	2
City of Girls	Elizabeth Gilbert	4.2	N/A	6
The Silent Patient	Alex Michaelides	4.4	3,425	23
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	88
Thin Air	Lisa Gray	4.3	1,859	11
Mrs. Everything	Jennifer Weiner	3.8	N/A	5
The New Girl	Daniel Silva	4.6	1,108	1
A Fire Sparkling	Julianne MacLean	4.7	1,329	2
Backlash	Brad Thor	4.8	N/A	3
Alter	Jeremy Robinson	4.7	N/A	1
Forgotten Bones	Vivian Barz	4.4	1,000	2
Before We Were Yours	Lisa Wingate	4.7	10,654	53
Evvie Drake Starts Over	Linda Holmes	4.3	N/A	2
Last Summer	Kerry Lonsdale	4.2	N/A	1
All Grown Up	Vi Keeland	4.7	N/A	1
Then She Was Gone	Lisa Jewell	4.3	1,418	3
The Handmaid's Tale	Margaret Atwood	4.1	15,355	56
Where the Crawdads Sing	Delia Owens	4.8	21,937	46
The New Girl	Daniel Silva	4.6	1,108	2
The Nickel Boys	Colson Whitehead	4.5	N/A	1
Sold on a Monday	Kristina McMorris	4.3	1,246	1
Summer of '69	Elin Hilderbrand	4.3	N/A	5
Under Currents	Nora Roberts	4.5	N/A	3
City of Girls	Elizabeth Gilbert	4.2	N/A	7
Last Summer	Kerry Lonsdale	4.2	N/A	2
What You Did	Claire McGowan	4.3	1,589	3
The Silent Patient	Alex Michaelides	4.4	3,425	24
Harry Potter and the Sorcerer's Stone	J.K. Rowling	4.7	15,382	89
Next Year in Havana	Chanel Cleeton	4.4	N/A	2
What the Wind Knows	Amy Harmon	4.7	4,002	10
Before We Were Yours	Lisa Wingate	4.7	10,654	54
One Good Deed	David Baldacci	4.2	N/A	1
Mrs. Everything	Jennifer Weiner	3.8	N/A	6
Thin Air	Lisa Gray	4.3	1,859	12
Red Metal	 Mark Greaney & H. Ripley Rawlings	4.6	N/A	1
Evvie Drake Starts Over	Linda Holmes	4.3	N/A	3
The Great Gatsby	F. Scott Fitzgerald	4.3	6,245	1
Where the Crawdads Sing	Delia Owens	4.8	21,937	47
One Good Deed	David Baldacci	4.2	N/A	2
The New Girl	Daniel Silva	4.6	1,108	3
What You Did	Claire McGowan	4.3	1,589	4
Last Summer	Kerry Lonsdale	4.2	N/A	3
The Silent Patient	Alex Michaelides	4.4	3,425	25
Summer of '69	Elin Hilderbrand	4.3	N/A	6
City of Girls	Elizabeth Gilbert	4.2	N/A	8
